,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
13,5994,Shiba Inu,SHIB,shiba-inu,910,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589260299874423.5,589512447128376.0,False,,14,,,,2024-11-24T23:28:00.000Z,2.5889987835972214e-05,2333406074.409912,-36.5163,1.23822883,-0.03698512,5.54670374,59.41983523,69.95738853,75.54009309,15255941995.970163,0.4556,15262470085.31,,2024-11-24T23:28:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-11-24 23:29:24.938172
14,6636,Polkadot,DOT,polkadot-new,841,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1522226278.8358262,1522226278.8358262,True,,15,1522226892.3288825,13565880846.530409,,2024-11-24T23:28:00.000Z,8.911865185731756,3406240900.2865953,3.985,0.16378456,5.81181078,65.15088634,127.53061556,91.76191493,94.13712054,13565875379.163,0.4051,13565875379.16,,2024-11-24T23:28:00.000Z,,,,,,2024-11-24 23:29:24.938172
0,1,Bitcoin,BTC,bitcoin,11806,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19786912.0,19786912.0,False,,1,,,,2024-11-24T23:29:00.000Z,98181.34146421937,50715366099.11843,14.0459,0.58955185,0.6711063,9.45554946,49.30274998,55.65042534,55.53620468,1942705563594.4597,58.0154,2061808170748.61,,2024-11-24T23:29:00.000Z,,,,,,2024-11-24 23:30:25.310992
1,1027,Ethereum,ETH,ethereum,9587,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120430905.51558425,120430905.51558425,True,,2,,,,2024-11-24T23:29:00.000Z,3365.6507399570996,27632243716.19871,-28.7868,0.32524669,-0.7537723,9.66593753,40.99315662,30.72395518,25.05204568,405328366262.2297,12.1044,405328366262.23,,2024-11-24T23:29:00.000Z,,,,,,2024-11-24 23:30:25.310992
2,825,Tether USDt,USDT,tether,104897,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,132437169724.17783,135944368172.96216,True,,3,,,,2024-11-24T23:28:00.000Z,1.0009038033927287,159331963604.919,-9.555,0.00959275,-0.0178013,0.09005659,0.21128643,0.11018489,0.06791194,132556866887.49792,3.958,136067235154.14,,2024-11-24T23:28:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-11-24 23:30:25.310992
3,5426,Solana,SOL,solana,793,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,474739856.7909914,588901010.5022287,True,,4,,,,2024-11-24T23:29:00.000Z,254.37950598393076,5310294508.864037,-14.7131,0.8885632,0.33928145,7.18839237,56.81725628,72.09301995,60.80270539,120764090241.37444,3.6084,149804348124.99,,2024-11-24T23:29:00.000Z,,,,,,2024-11-24 23:30:25.310992
4,1839,BNB,BNB,bnb,2288,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144010352.31,144010352.31,False,,5,,,,2024-11-24T23:29:00.000Z,661.5211783163874,3111137455.594369,-5.9579,0.23062268,1.86056975,7.22933352,16.31234433,12.97049953,20.13090421,95265897949.86928,2.8465,95265897949.87,,2024-11-24T23:29:00.000Z,,,,,,2024-11-24 23:30:25.310992
5,52,XRP,XRP,xrp,1436,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56998852241.0,99986987365.0,False,,6,,,,2024-11-24T23:29:00.000Z,1.447386338833198,11826801030.491663,-23.6437,0.05248603,-1.91939875,35.75143901,191.81789489,147.87448391,145.49525951,82499360062.79541,2.4651,144738633883.32,,2024-11-24T23:29:00.000Z,,,,,,2024-11-24 23:30:25.310992
6,74,Dogecoin,DOGE,dogecoin,1109,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146930016383.70526,146930016383.70526,True,,7,,,,2024-11-24T23:29:00.000Z,0.43358336502636685,12190459336.400957,-41.5038,1.48266245,1.19831518,19.32290845,234.82003309,299.61013684,310.25402125,63706410927.02614,1.9025,63706410927.03,,2024-11-24T23:29:00.000Z,,,,,,2024-11-24 23:30:25.310992
7,3408,USDC,USDC,usd-coin,23310,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,38966594447.69843,38966594447.69843,False,,8,,,,2024-11-24T23:29:00.000Z,1.000031788104492,8230512021.936369,-15.0282,0.00905785,-0.00184366,0.00417626,-0.01846268,0.03275479,0.00465173,38967833121.874435,1.1637,38967833121.87,,2024-11-24T23:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-11-24 23:30:25.310992
8,2010,Cardano,ADA,cardano,1368,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35052930435.62651,44994880168.24164,False,,9,,,,2024-11-24T23:29:00.000Z,1.0310981510806525,3854150188.294731,-41.7625,0.20176487,-3.48995039,46.17715783,221.46057356,171.11555713,179.05137806,36143011762.133224,1.0799,46399416798.63,,2024-11-24T23:29:00.000Z,,,,,,2024-11-24 23:30:25.310992
9,1958,TRON,TRX,tron,1072,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86341892523.40959,86341884545.8322,True,,10,,,,2024-11-24T23:29:00.000Z,0.20887917848722698,1273619128.0510442,-17.2205,0.49930237,-1.2549624,5.07965767,28.50452652,39.28735104,28.85245635,18035023579.32224,0.5386,18035021912.97,,2024-11-24T23:29:00.000Z,,,,,,2024-11-24 23:30:25.310992
10,5805,Avalanche,AVAX,avalanche,805,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409190077.809513,447526377.809513,False,,11,,,,2024-11-24T23:29:00.000Z,41.95482185631465,1384304854.7718503,-30.0334,0.7525756,1.57602272,21.01651428,71.31842234,53.70828171,60.38070448,17167496819.869648,0.5126,30029109999.53,,2024-11-24T23:29:00.000Z,,,,,,2024-11-24 23:30:25.310992
11,512,Stellar,XLM,stellar,635,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,30012369789.529636,50001786911.16305,False,,12,,,,2024-11-24T23:28:00.000Z,0.5555138347699812,11136680797.847486,15.7898,-0.99092039,12.29389559,177.8061509,503.28546243,479.50966457,470.8851972,16672286632.316341,0.4978,27776695447.56,,2024-11-24T23:28:00.000Z,,,,,,2024-11-24 23:30:25.310992
12,11419,Toncoin,TON,toncoin,617,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2546947666.185474,5115975281.031149,True,,13,3414166606.0,21073367445.921715,,2024-11-24T23:29:00.000Z,6.172331311801752,787266632.0862314,-35.1753,0.55025923,-3.3148588,15.15329278,32.29042035,8.10948052,20.50386238,15720604829.516998,0.4697,31577494417.51,,2024-11-24T23:29:00.000Z,,,,,,2024-11-24 23:30:25.310992
13,5994,Shiba Inu,SHIB,shiba-inu,910,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589260299874423.5,589512447128376.0,False,,14,,,,2024-11-24T23:29:00.000Z,2.590690051648232e-05,2335459599.144434,-36.4598,1.27367167,0.05882257,5.57579341,59.53882405,70.09510134,75.69096836,15265907967.15923,0.4559,15272440320.98,,2024-11-24T23:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-11-24 23:30:25.310992
14,6636,Polkadot,DOT,polkadot-new,841,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1522226278.8358262,1522226278.8358262,True,,15,1522226892.3288825,13563022116.042505,,2024-11-24T23:29:00.000Z,8.909987193362609,3404437996.8658047,4.2804,0.06106554,5.77577022,65.10536048,127.33768413,91.7165796,94.09993206,13563016649.82723,0.4053,13563016649.83,,2024-11-24T23:29:00.000Z,,,,,,2024-11-24 23:30:25.310992
0,1,Bitcoin,BTC,bitcoin,11806,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19786912.0,19786912.0,False,,1,,,,2024-11-24T23:30:00.000Z,98110.97177771978,50726355453.66317,14.0808,0.50416701,0.57194337,9.32496452,48.7912857,55.5706276,55.41717644,1941313164800.2249,57.9738,2060330407332.12,,2024-11-24T23:30:00.000Z,,,,,,2024-11-24 23:31:25.662514
1,1027,Ethereum,ETH,ethereum,9587,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120430905.51558425,120430905.51558425,True,,2,,,,2024-11-24T23:30:00.000Z,3367.3659110602393,27634959675.95816,-28.7771,0.41595293,-0.755487,9.58253368,40.67426414,30.80858331,25.12124641,405534925871.2949,12.1106,405534925871.29,,2024-11-24T23:30:00.000Z,,,,,,2024-11-24 23:31:25.662514
2,825,Tether USDt,USDT,tether,104897,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,132437169724.17783,135944368172.96216,True,,3,,,,2024-11-24T23:30:00.000Z,1.0010099282229772,159451832017.10788,-9.4149,0.03912073,-0.0022804,0.10273021,0.24818731,0.13312349,0.07471026,132570921759.65349,3.9584,136081662227.13,,2024-11-24T23:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-11-24 23:31:25.662514
3,5426,Solana,SOL,solana,793,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,474739856.7909914,588901010.5022287,True,,4,,,,2024-11-24T23:30:00.000Z,254.35860044394983,5310564351.053211,-14.7089,0.85795069,0.29792363,7.00511112,56.99751269,72.12728692,60.81903533,120754165548.31775,3.6081,149792036831.37,,2024-11-24T23:30:00.000Z,,,,,,2024-11-24 23:31:25.662514
4,1839,BNB,BNB,bnb,2288,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144010352.31,144010352.31,False,,5,,,,2024-11-24T23:30:00.000Z,661.5147342314901,3110974931.079897,-5.9692,0.21365781,1.83279676,7.15803799,16.50813896,12.96241996,20.18916913,95264969934.9329,2.8465,95264969934.93,,2024-11-24T23:30:00.000Z,,,,,,2024-11-24 23:31:25.662514
5,52,XRP,XRP,xrp,1436,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56998852241.0,99986987365.0,False,,6,,,,2024-11-24T23:30:00.000Z,1.4470262719144804,11828633609.442,-23.6077,0.06586346,-1.9766451,35.59753293,191.92952337,147.8171778,145.54466339,82478836661.69856,2.4645,144702627191.45,,2024-11-24T23:30:00.000Z,,,,,,2024-11-24 23:31:25.662514
6,74,Dogecoin,DOGE,dogecoin,1109,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146930016383.70526,146930016383.70526,True,,7,,,,2024-11-24T23:30:00.000Z,0.43360710570013283,12187446036.492184,-41.5102,1.47540474,1.02171664,18.84086144,235.18258813,299.52441706,310.49653836,63709899144.611534,1.9026,63709899144.61,,2024-11-24T23:30:00.000Z,,,,,,2024-11-24 23:31:25.662514
7,3408,USDC,USDC,usd-coin,23310,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,38966594447.69843,38966594447.69843,False,,8,,,,2024-11-24T23:30:00.000Z,1.0000321520632078,8234931546.587546,-14.9329,0.00978606,0.01512835,0.01178689,0.02027471,0.02200359,0.01532926,38967847304.10611,1.1637,38967847304.11,,2024-11-24T23:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-11-24 23:31:25.662514
8,2010,Cardano,ADA,cardano,1368,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35052930435.62651,44994880168.24164,False,,9,,,,2024-11-24T23:30:00.000Z,1.0311549020323973,3854237331.827302,-41.7221,0.22327438,-3.53432045,45.87720286,221.47946,171.05935805,179.17421371,36145001049.29689,1.08,46401970591.46,,2024-11-24T23:30:00.000Z,,,,,,2024-11-24 23:31:25.662514
9,1958,TRON,TRX,tron,1072,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86341892523.40959,86341884545.8322,True,,10,,,,2024-11-24T23:30:00.000Z,0.20887672155789588,1273665000.5229678,-17.2126,0.49702293,-1.25966665,4.98539172,28.78225905,39.29796551,28.91546674,18034811443.393997,0.5386,18034809777.06,,2024-11-24T23:30:00.000Z,,,,,,2024-11-24 23:31:25.662514
10,5805,Avalanche,AVAX,avalanche,805,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409190077.809513,447526377.809513,False,,11,,,,2024-11-24T23:30:00.000Z,41.96042204439571,1384805994.127593,-29.9616,0.76642609,1.54595185,20.84173689,71.24403763,53.7538277,60.38238148,17169788361.266285,0.5127,30033118326.98,,2024-11-24T23:30:00.000Z,,,,,,2024-11-24 23:31:25.662514
11,512,Stellar,XLM,stellar,635,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,30012369789.529636,50001786911.16305,False,,12,,,,2024-11-24T23:30:00.000Z,0.555031631395755,11137395950.717348,16.026,-1.06436388,11.80920785,177.71659836,502.79257323,479.04898648,470.45148908,16657814566.335304,0.4974,27752584407.6,,2024-11-24T23:30:00.000Z,,,,,,2024-11-24 23:31:25.662514
12,11419,Toncoin,TON,toncoin,617,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2546947666.185474,5115975281.031149,True,,13,3414166606.0,21073191363.891838,,2024-11-24T23:30:00.000Z,6.172279737859939,787127922.3328986,-35.1834,0.55125607,-3.28259278,15.03008528,31.42419484,7.99000474,20.78050973,15720473473.386261,0.4697,31577230566.5,,2024-11-24T23:30:00.000Z,,,,,,2024-11-24 23:31:25.662514
13,5994,Shiba Inu,SHIB,shiba-inu,910,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589260299874423.5,589512447128376.0,False,,14,,,,2024-11-24T23:30:00.000Z,2.5907735344278363e-05,2335796820.2621512,-36.4416,1.34214896,0.02676275,5.23126013,59.24149542,70.09683485,75.90687038,15266399898.036669,0.4559,15272932462.36,,2024-11-24T23:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-11-24 23:31:25.662514
14,6636,Polkadot,DOT,polkadot-new,841,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1522226278.8358262,1522226278.8358262,True,,15,1522226892.3288825,13564222353.776438,,2024-11-24T23:30:00.000Z,8.910775668287064,3404642326.4600716,4.2955,0.0821868,5.71332957,64.89832952,127.29496961,91.76860522,94.14602953,13564216887.07744,0.4053,13564216887.08,,2024-11-24T23:30:00.000Z,,,,,,2024-11-24 23:31:25.662514
0,1,Bitcoin,BTC,bitcoin,11806,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19786912.0,19786912.0,False,,1,,,,2024-11-24T23:30:00.000Z,98110.97177771978,50726355453.66317,14.0808,0.50416701,0.57194337,9.32496452,48.7912857,55.5706276,55.41717644,1941313164800.2249,57.9738,2060330407332.12,,2024-11-24T23:30:00.000Z,,,,,,2024-11-24 23:32:25.948209
1,1027,Ethereum,ETH,ethereum,9587,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120430905.51558425,120430905.51558425,True,,2,,,,2024-11-24T23:30:00.000Z,3367.3659110602393,27634959675.95816,-28.7771,0.41595293,-0.755487,9.58253368,40.67426414,30.80858331,25.12124641,405534925871.2949,12.1106,405534925871.29,,2024-11-24T23:30:00.000Z,,,,,,2024-11-24 23:32:25.948209
2,825,Tether USDt,USDT,tether,104897,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,132437169724.17783,135944368172.96216,True,,3,,,,2024-11-24T23:31:00.000Z,1.001088200196629,159460160095.7462,-9.4223,0.03169839,0.00674738,0.10264529,0.26873765,0.13526002,0.08047961,132581287878.31267,3.9589,136092302861.14,,2024-11-24T23:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-11-24 23:32:25.948209
3,5426,Solana,SOL,solana,793,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,474739856.7909914,588901010.5022287,True,,4,,,,2024-11-24T23:31:00.000Z,254.08235572265787,5309699755.199048,-14.7398,0.72938457,0.10655526,6.89733672,56.051576,71.96243282,60.68439207,120623021168.89233,3.6042,149629356035.86,,2024-11-24T23:31:00.000Z,,,,,,2024-11-24 23:32:25.948209
4,1839,BNB,BNB,bnb,2288,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144010352.31,144010352.31,False,,5,,,,2024-11-24T23:31:00.000Z,661.7247320799962,3110650364.8011317,-5.9936,0.22386496,1.81944167,7.19970008,16.37224502,13.02590854,20.21903667,95295211799.08061,2.8474,95295211799.08,,2024-11-24T23:31:00.000Z,,,,,,2024-11-24 23:32:25.948209
